Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
877,139623,103557,38875,17408.259,8876.7789,2571.0762
878,138314,101860,38527,17408.259,8876.7789,2571.0762
879,136799,100149,37974,17408.259,8876.7789,2571.0762
880,135237,99049,37764,17408.259,8876.7789,2571.0762
881,135218,100035,38650,17408.259,8876.7789,2571.0762
882,138527,105168,41715,17408.259,8876.7789,2571.0762
883,148060,111448,42997,17408.259,8876.7789,2571.0762
884,151966,112146,42284,17408.259,8876.7789,2571.0762
885,149210,110664,40750,17408.259,8876.7789,2571.0762
886,143352,106613,38132,17408.259,8876.7789,2571.0762
887,135089,100381,34843,17408.259,8876.7789,2571.0762
888,125603,93861,31739,17408.259,8876.7789,2571.0762
889,118317,89225,29625,17408.259,8876.7789,2571.0762
890,115122,86746,28362,17408.259,8876.7789,2571.0762
891,114161,85787,27796,17408.259,8876.7789,2571.0762
892,114419,86031,27673,17408.259,8876.7789,2571.0762
893,117411,88378,28373,17408.259,8876.7789,2571.0762
894,125931,94575,30837,17408.259,8876.7789,2571.0762
895,141550,105416,35533,17408.259,8876.7789,2571.0762
896,150730,111352,38281,17408.259,8876.7789,2571.0762
897,148750,110111,38913,17408.259,8876.7789,2571.0762
898,144775,108010,39192,17408.259,8876.7789,2571.0762
899,140968,106608,39305,17408.259,8876.7789,2571.0762
900,137030,104844,39262,17408.259,8876.7789,2571.0762
901,134287,103431,39034,17408.259,8876.7789,2571.0762
902,132155,102209,38864,17408.259,8876.7789,2571.0762
903,130435,100850,38544,17408.259,8876.7789,2571.0762
904,129269,100132,38660,17408.259,8876.7789,2571.0762
905,129488,103100,39840,17408.259,8876.7789,2571.0762
906,133085,106991,42899,17408.259,8876.7789,2571.0762
907,144142,112596,44070,17408.259,8876.7789,2571.0762
908,148159,112570,43038,17408.259,8876.7789,2571.0762
909,146262,110802,41261,17408.259,8876.7789,2571.0762
910,141547,106988,38796,17408.259,8876.7789,2571.0762
911,133570,100881,35552,17408.259,8876.7789,2571.0762
912,124504,94689,32559,17408.259,8876.7789,2571.0762
913,117610,90559,30624,17408.259,8876.7789,2571.0762
914,114499,88229,29618,17408.259,8876.7789,2571.0762
915,113337,87438,29190,17408.259,8876.7789,2571.0762
916,113459,87934,29204,17408.259,8876.7789,2571.0762
917,116629,90165,29958,17408.259,8876.7789,2571.0762
918,124788,96150,32527,17408.259,8876.7789,2571.0762
919,140203,106929,37319,17408.259,8876.7789,2571.0762
920,148540,112794,39986,17408.259,8876.7789,2571.0762
921,146580,112467,40676,17408.259,8876.7789,2571.0762
922,143445,111842,40872,17408.259,8876.7789,2571.0762
923,141451,111409,40772,17408.259,8876.7789,2571.0762
924,139053,110742,40504,17408.259,8876.7789,2571.0762
925,137269,110030,40157,17408.259,8876.7789,2571.0762
926,135953,109788,40079,17408.259,8876.7789,2571.0762
927,134911,109338,39880,17408.259,8876.7789,2571.0762
928,134135,109224,40216,17408.259,8876.7789,2571.0762
929,135345,110839,41613,17408.259,8876.7789,2571.0762
930,138459,115116,44447,17408.259,8876.7789,2571.0762
931,148540,119159,45176,17408.259,8876.7789,2571.0762
932,152129,118703,43950,17408.259,8876.7789,2571.0762
933,149837,116471,42046,17408.259,8876.7789,2571.0762
934,145228,112204,39530,17408.259,8876.7789,2571.0762
935,137180,105405,36102,17408.259,8876.7789,2571.0762
936,128055,98589,32937,17408.259,8876.7789,2571.0762
937,121360,94159,30879,17408.259,8876.7789,2571.0762
938,118355,91661,29750,17408.259,8876.7789,2571.0762
939,117569,90939,29165,17408.259,8876.7789,2571.0762
940,118396,91163,29075,17408.259,8876.7789,2571.0762
941,121780,93539,29813,17408.259,8876.7789,2571.0762
942,130469,99971,32273,17408.259,8876.7789,2571.0762
943,146956,110871,37001,17408.259,8876.7789,2571.0762
944,156737,116601,39496,17408.259,8876.7789,2571.0762
945,154718,115170,39902,17408.259,8876.7789,2571.0762
946,150808,113097,39881,17408.259,8876.7789,2571.0762
947,147264,111329,39789,17408.259,8876.7789,2571.0762
948,142849,109099,39463,17408.259,8876.7789,2571.0762
949,139100,106934,38987,17408.259,8876.7789,2571.0762
950,136022,105347,38695,17408.259,8876.7789,2571.0762
951,133846,103506,38156,17408.259,8876.7789,2571.0762
952,131776,102638,38084,17408.259,8876.7789,2571.0762
953,132652,103914,39118,17408.259,8876.7789,2571.0762
954,137177,109090,42118,17408.259,8876.7789,2571.0762
955,148805,116011,43673,17408.259,8876.7789,2571.0762
956,154427,116704,42907,17408.259,8876.7789,2571.0762
957,153606,115395,41300,17408.259,8876.7789,2571.0762
958,149681,111641,38885,17408.259,8876.7789,2571.0762
959,141993,105461,35620,17408.259,8876.7789,2571.0762
960,133624,98688,32665,17408.259,8876.7789,2571.0762
961,127318,94091,30712,17408.259,8876.7789,2571.0762
962,124292,91779,29645,17408.259,8876.7789,2571.0762
963,123538,91027,29126,17408.259,8876.7789,2571.0762
964,124053,91187,29050,17408.259,8876.7789,2571.0762
965,126762,93453,29757,17408.259,8876.7789,2571.0762
966,134356,99584,32095,17408.259,8876.7789,2571.0762
967,148840,110134,36660,17408.259,8876.7789,2571.0762
968,157405,115778,39243,17408.259,8876.7789,2571.0762
969,155385,114730,39723,17408.259,8876.7789,2571.0762
970,152813,112561,39731,17408.259,8876.7789,2571.0762
971,150378,110820,39668,17408.259,8876.7789,2571.0762
972,147596,109208,39358,17408.259,8876.7789,2571.0762
973,145066,107546,38822,17408.259,8876.7789,2571.0762
974,143059,106595,38500,17408.259,8876.7789,2571.0762
975,141235,105893,38078,17408.259,8876.7789,2571.0762
976,140236,105853,38062,17408.259,8876.7789,2571.0762
977,140896,107775,39125,17408.259,8876.7789,2571.0762
978,143756,111722,41771,17408.259,8876.7789,2571.0762
979,150593,114696,42463,17408.259,8876.7789,2571.0762
980,150348,113179,41149,17408.259,8876.7789,2571.0762
981,146566,110728,39464,17408.259,8876.7789,2571.0762
982,141634,107215,37470,17408.259,8876.7789,2571.0762
983,135085,102236,34963,17408.259,8876.7789,2571.0762
984,127236,96226,32256,17408.259,8876.7789,2571.0762
985,120480,91568,30191,17408.259,8876.7789,2571.0762
986,115775,89038,28944,17408.259,8876.7789,2571.0762
987,113871,87868,28194,17408.259,8876.7789,2571.0762
988,113553,87635,27868,17408.259,8876.7789,2571.0762
989,115122,88470,28045,17408.259,8876.7789,2571.0762
990,118692,91252,28906,17408.259,8876.7789,2571.0762
991,124938,95311,30696,17408.259,8876.7789,2571.0762
992,132228,99813,32639,17408.259,8876.7789,2571.0762
993,140672,104032,35063,17408.259,8876.7789,2571.0762
994,146677,107495,36945,17408.259,8876.7789,2571.0762
995,148695,108565,37997,17408.259,8876.7789,2571.0762
996,147366,108148,38187,17408.259,8876.7789,2571.0762
997,144969,107217,38000,17408.259,8876.7789,2571.0762
998,141946,105923,37655,17408.259,8876.7789,2571.0762
999,139464,104840,37270,17408.259,8876.7789,2571.0762
1000,138560,105055,37205,17408.259,8876.7789,2571.0762
1001,140291,107181,38271,17408.259,8876.7789,2571.0762
1002,146429,111827,40763,17408.259,8876.7789,2571.0762
1003,159574,117853,41780,17408.259,8876.7789,2571.0762
1004,166162,118431,40736,17408.259,8876.7789,2571.0762
1005,166934,117105,39343,17408.259,8876.7789,2571.0762
1006,166061,114746,37737,17408.259,8876.7789,2571.0762
1007,163105,111060,35692,17408.259,8876.7789,2571.0762
1008,158618,106890,33520,17408.259,8876.7789,2571.0762
1009,154504,103685,31845,17408.259,8876.7789,2571.0762
1010,153170,101724,30853,17408.259,8876.7789,2571.0762
1011,153577,100712,30316,17408.259,8876.7789,2571.0762
1012,155431,100561,30167,17408.259,8876.7789,2571.0762
1013,158146,101162,30343,17408.259,8876.7789,2571.0762
1014,162740,102726,31039,17408.259,8876.7789,2571.0762
1015,169728,105513,32215,17408.259,8876.7789,2571.0762
1016,177825,108253,33490,17408.259,8876.7789,2571.0762
1017,184603,110202,35602,17408.259,8876.7789,2571.0762
1018,184074,111495,37266,17408.259,8876.7789,2571.0762
1019,176472,111031,38193,17408.259,8876.7789,2571.0762
1020,166376,109962,38600,17408.259,8876.7789,2571.0762
1021,157877,108701,38738,17408.259,8876.7789,2571.0762
1022,150313,106682,38564,17408.259,8876.7789,2571.0762
1023,143825,104798,38258,17408.259,8876.7789,2571.0762
1024,139237,104006,38406,17408.259,8876.7789,2571.0762
1025,138657,105397,39642,17408.259,8876.7789,2571.0762
1026,144676,110457,42724,17408.259,8876.7789,2571.0762
1027,160422,117533,44296,17408.259,8876.7789,2571.0762
1028,170963,119192,43775,17408.259,8876.7789,2571.0762
1029,173513,117883,42466,17408.259,8876.7789,2571.0762
1030,171654,114047,40161,17408.259,8876.7789,2571.0762
1031,166656,109011,37456,17408.259,8876.7789,2571.0762
1032,160631,104152,34685,17408.259,8876.7789,2571.0762
1033,156820,100351,32651,17408.259,8876.7789,2571.0762
1034,156146,98374,31547,17408.259,8876.7789,2571.0762
1035,157411,98032,30989,17408.259,8876.7789,2571.0762
1036,160765,99651,30932,17408.259,8876.7789,2571.0762
1037,166207,101760,31615,17408.259,8876.7789,2571.0762
1038,177643,108402,33969,17408.259,8876.7789,2571.0762
1039,196145,119182,38451,17408.259,8876.7789,2571.0762
1040,204925,124363,40786,17408.259,8876.7789,2571.0762
1041,197006,122224,41348,17408.259,8876.7789,2571.0762
1042,183506,118846,41459,17408.259,8876.7789,2571.0762
1043,171259,116163,41550,17408.259,8876.7789,2571.0762
1044,160579,113301,41335,17408.259,8876.7789,2571.0762
1045,152260,110966,40772,17408.259,8876.7789,2571.0762
1046,145972,108858,40298,17408.259,8876.7789,2571.0762
1047,141266,106858,39688,17408.259,8876.7789,2571.0762
1048,138434,105688,39496,17408.259,8876.7789,2571.0762
1049,139055,106870,40265,17408.259,8876.7789,2571.0762
1050,143780,111540,43075,17408.259,8876.7789,2571.0762
1051,156018,117659,44695,17408.259,8876.7789,2571.0762
1052,161819,118112,44103,17408.259,8876.7789,2571.0762
1053,160918,116435,42658,17408.259,8876.7789,2571.0762
1054,156209,112328,40188,17408.259,8876.7789,2571.0762
1055,148296,105622,36902,17408.259,8876.7789,2571.0762
1056,138674,98855,33702,17408.259,8876.7789,2571.0762
1057,131363,93598,31457,17408.259,8876.7789,2571.0762
1058,127465,90755,30102,17408.259,8876.7789,2571.0762
1059,126119,89329,29532,17408.259,8876.7789,2571.0762
1060,126356,89026,29374,17408.259,8876.7789,2571.0762
1061,128876,91059,30030,17408.259,8876.7789,2571.0762
1062,136834,97087,32423,17408.259,8876.7789,2571.0762
1063,151871,107304,37076,17408.259,8876.7789,2571.0762
1064,159743,112834,39569,17408.259,8876.7789,2571.0762
1065,155736,112647,40180,17408.259,8876.7789,2571.0762
1066,152218,111878,40359,17408.259,8876.7789,2571.0762
1067,149167,111140,40409,17408.259,8876.7789,2571.0762
1068,146060,108881,40206,17408.259,8876.7789,2571.0762
1069,142974,106873,39783,17408.259,8876.7789,2571.0762
1070,140735,105520,39585,17408.259,8876.7789,2571.0762
1071,138630,104230,39182,17408.259,8876.7789,2571.0762
1072,137514,104018,39048,17408.259,8876.7789,2571.0762
1073,137968,105538,39958,17408.259,8876.7789,2571.0762
1074,140871,109369,42625,17408.259,8876.7789,2571.0762
1075,148824,113416,43890,17408.259,8876.7789,2571.0762
1076,151066,112449,42630,17408.259,8876.7789,2571.0762
1077,147815,110204,40821,17408.259,8876.7789,2571.0762
1078,141614,105964,38388,17408.259,8876.7789,2571.0762
1079,132530,99339,35165,17408.259,8876.7789,2571.0762
1080,122677,92714,32167,17408.259,8876.7789,2571.0762
1081,115471,88228,30123,17408.259,8876.7789,2571.0762
1082,111911,85780,28915,17408.259,8876.7789,2571.0762
1083,110426,84645,28283,17408.259,8876.7789,2571.0762
1084,110731,84650,28130,17408.259,8876.7789,2571.0762
1085,113816,86426,28740,17408.259,8876.7789,2571.0762
1086,122112,92375,31043,17408.259,8876.7789,2571.0762
1087,137941,102828,35490,17408.259,8876.7789,2571.0762
1088,146591,108607,38244,17408.259,8876.7789,2571.0762
1089,144311,108277,39172,17408.259,8876.7789,2571.0762
1090,140606,107116,39663,17408.259,8876.7789,2571.0762
1091,137793,105794,39917,17408.259,8876.7789,2571.0762
1092,135134,104528,39829,17408.259,8876.7789,2571.0762
1093,132986,103017,39533,17408.259,8876.7789,2571.0762
1094,131608,101466,39406,17408.259,8876.7789,2571.0762
1095,130661,100034,39058,17408.259,8876.7789,2571.0762
1096,130177,98992,39111,17408.259,8876.7789,2571.0762
1097,130832,100400,39969,17408.259,8876.7789,2571.0762
1098,133322,104497,42348,17408.259,8876.7789,2571.0762
1099,141721,110383,43612,17408.259,8876.7789,2571.0762
1100,145014,110420,42521,17408.259,8876.7789,2571.0762
1101,142038,108807,40774,17408.259,8876.7789,2571.0762
1102,136298,105027,38348,17408.259,8876.7789,2571.0762
1103,127700,98984,35137,17408.259,8876.7789,2571.0762
1104,117180,92317,32012,17408.259,8876.7789,2571.0762
1105,109560,87540,30030,17408.259,8876.7789,2571.0762
1106,105117,84860,28892,17408.259,8876.7789,2571.0762
1107,103090,83716,28365,17408.259,8876.7789,2571.0762
1108,102413,83520,28374,17408.259,8876.7789,2571.0762
1109,104344,85233,29019,17408.259,8876.7789,2571.0762
1110,110907,90995,31429,17408.259,8876.7789,2571.0762
1111,124920,101108,35896,17408.259,8876.7789,2571.0762
1112,133719,107214,38416,17408.259,8876.7789,2571.0762
1113,133758,107421,39303,17408.259,8876.7789,2571.0762
1114,134729,107429,39616,17408.259,8876.7789,2571.0762
1115,136552,107483,39855,17408.259,8876.7789,2571.0762
1116,137006,106989,39861,17408.259,8876.7789,2571.0762
1117,136819,106272,39815,17408.259,8876.7789,2571.0762
1118,136229,105658,39918,17408.259,8876.7789,2571.0762
1119,135365,104766,39681,17408.259,8876.7789,2571.0762
1120,134363,104435,39877,17408.259,8876.7789,2571.0762
1121,134460,105465,41157,17408.259,8876.7789,2571.0762
1122,136375,108451,43357,17408.259,8876.7789,2571.0762
1123,142938,111645,43965,17408.259,8876.7789,2571.0762
1124,146080,111232,42819,17408.259,8876.7789,2571.0762
1125,142613,108914,40957,17408.259,8876.7789,2571.0762
1126,136342,104339,38409,17408.259,8876.7789,2571.0762
1127,127612,98209,35112,17408.259,8876.7789,2571.0762
1128,117841,91620,31980,17408.259,8876.7789,2571.0762
1129,109584,86642,29764,17408.259,8876.7789,2571.0762
1130,105041,83959,28488,17408.259,8876.7789,2571.0762
1131,103132,82424,27788,17408.259,8876.7789,2571.0762
1132,103063,82342,27611,17408.259,8876.7789,2571.0762
1133,105118,84264,28109,17408.259,8876.7789,2571.0762
1134,111998,90038,30347,17408.259,8876.7789,2571.0762
1135,126108,99807,34617,17408.259,8876.7789,2571.0762
1136,134789,105381,37300,17408.259,8876.7789,2571.0762
1137,135847,105557,38303,17408.259,8876.7789,2571.0762
1138,135452,104415,38682,17408.259,8876.7789,2571.0762
1139,134868,102930,38815,17408.259,8876.7789,2571.0762
1140,133520,101275,38609,17408.259,8876.7789,2571.0762
1141,131946,99391,38270,17408.259,8876.7789,2571.0762
1142,130355,98179,38024,17408.259,8876.7789,2571.0762
1143,128865,96326,37651,17408.259,8876.7789,2571.0762
1144,126883,94969,37499,17408.259,8876.7789,2571.0762
1145,126180,95300,38242,17408.259,8876.7789,2571.0762
1146,127630,98164,40356,17408.259,8876.7789,2571.0762
1147,134717,104031,41637,17408.259,8876.7789,2571.0762
1148,137007,104678,40554,17408.259,8876.7789,2571.0762
1149,134274,103278,38983,17408.259,8876.7789,2571.0762
1150,129676,100892,37169,17408.259,8876.7789,2571.0762
1151,124373,96592,34709,17408.259,8876.7789,2571.0762
1152,117190,91324,32059,17408.259,8876.7789,2571.0762
1153,110596,87192,30000,17408.259,8876.7789,2571.0762
1154,106253,84802,28759,17408.259,8876.7789,2571.0762
1155,104067,83640,28086,17408.259,8876.7789,2571.0762
1156,103340,83440,27797,17408.259,8876.7789,2571.0762
1157,104166,84412,27973,17408.259,8876.7789,2571.0762
1158,107214,86613,28891,17408.259,8876.7789,2571.0762
1159,112602,90817,30506,17408.259,8876.7789,2571.0762
1160,118855,94438,32160,17408.259,8876.7789,2571.0762
1161,125612,96656,34169,17408.259,8876.7789,2571.0762
1162,128538,96644,35482,17408.259,8876.7789,2571.0762
1163,130733,95680,36007,17408.259,8876.7789,2571.0762
1164,128924,93708,35917,17408.259,8876.7789,2571.0762
1165,127393,91445,35482,17408.259,8876.7789,2571.0762
1166,125539,89127,34920,17408.259,8876.7789,2571.0762
1167,124647,87495,34566,17408.259,8876.7789,2571.0762
1168,124030,86677,34649,17408.259,8876.7789,2571.0762
1169,125390,88179,35739,17408.259,8876.7789,2571.0762
1170,127547,91802,38261,17408.259,8876.7789,2571.0762
1171,133836,97755,39601,17408.259,8876.7789,2571.0762
1172,135142,98517,38555,17408.259,8876.7789,2571.0762
1173,131442,97135,37142,17408.259,8876.7789,2571.0762
1174,127111,94853,35560,17408.259,8876.7789,2571.0762
1175,121043,91267,33526,17408.259,8876.7789,2571.0762
1176,113803,86990,31301,17408.259,8876.7789,2571.0762
1177,107144,83074,29540,17408.259,8876.7789,2571.0762
1178,102689,81025,28411,17408.259,8876.7789,2571.0762
1179,100127,80054,27713,17408.259,8876.7789,2571.0762
1180,98997,79870,27418,17408.259,8876.7789,2571.0762
1181,99175,80375,27508,17408.259,8876.7789,2571.0762
1182,100846,82258,28164,17408.259,8876.7789,2571.0762
1183,104748,85293,29224,17408.259,8876.7789,2571.0762
1184,110442,88099,30412,17408.259,8876.7789,2571.0762
1185,119795,91700,32219,17408.259,8876.7789,2571.0762
1186,128441,94042,33591,17408.259,8876.7789,2571.0762
1187,132778,94605,34316,17408.259,8876.7789,2571.0762
1188,135036,94356,34656,17408.259,8876.7789,2571.0762
1189,137254,93898,34619,17408.259,8876.7789,2571.0762
1190,138234,93000,34288,17408.259,8876.7789,2571.0762
1191,137922,92227,33902,17408.259,8876.7789,2571.0762
1192,137351,92610,33893,17408.259,8876.7789,2571.0762
1193,137956,94597,34796,17408.259,8876.7789,2571.0762
1194,140009,99180,37457,17408.259,8876.7789,2571.0762
1195,146427,104801,39357,17408.259,8876.7789,2571.0762
1196,149586,105734,38876,17408.259,8876.7789,2571.0762
1197,147218,104374,37851,17408.259,8876.7789,2571.0762
1198,142894,101524,36149,17408.259,8876.7789,2571.0762
1199,136836,97299,33951,17408.259,8876.7789,2571.0762
1200,129714,93175,31701,17408.259,8876.7789,2571.0762
1201,123707,89694,29992,17408.259,8876.7789,2571.0762
1202,120484,87950,28911,17408.259,8876.7789,2571.0762
1203,119371,87268,28289,17408.259,8876.7789,2571.0762
1204,120093,88009,28238,17408.259,8876.7789,2571.0762
1205,123470,90067,28834,17408.259,8876.7789,2571.0762
1206,130813,95028,30511,17408.259,8876.7789,2571.0762
1207,142739,102357,33135,17408.259,8876.7789,2571.0762
1208,151974,107378,35097,17408.259,8876.7789,2571.0762
1209,154716,109381,36835,17408.259,8876.7789,2571.0762
1210,152882,109287,38033,17408.259,8876.7789,2571.0762
1211,149574,108506,38675,17408.259,8876.7789,2571.0762
1212,145327,106444,38681,17408.259,8876.7789,2571.0762
1213,141229,104448,38246,17408.259,8876.7789,2571.0762
1214,137475,102387,37767,17408.259,8876.7789,2571.0762
1215,134170,100211,37290,17408.259,8876.7789,2571.0762
1216,131861,98669,37113,17408.259,8876.7789,2571.0762
1217,130935,99147,37936,17408.259,8876.7789,2571.0762
1218,133231,103120,40508,17408.259,8876.7789,2571.0762
1219,143354,110822,42585,17408.259,8876.7789,2571.0762
1220,151244,113060,42001,17408.259,8876.7789,2571.0762
1221,150310,112307,40713,17408.259,8876.7789,2571.0762
1222,145690,108804,38526,17408.259,8876.7789,2571.0762
1223,138461,103345,35749,17408.259,8876.7789,2571.0762
1224,129596,97398,32907,17408.259,8876.7789,2571.0762
1225,122893,93146,30962,17408.259,8876.7789,2571.0762
1226,119768,91140,29816,17408.259,8876.7789,2571.0762
1227,118542,90638,29306,17408.259,8876.7789,2571.0762
1228,119123,91187,29281,17408.259,8876.7789,2571.0762
1229,122160,93676,29993,17408.259,8876.7789,2571.0762
1230,130096,99999,32278,17408.259,8876.7789,2571.0762
1231,145198,110375,35971,17408.259,8876.7789,2571.0762
1232,152720,114930,38342,17408.259,8876.7789,2571.0762
1233,149981,113348,39476,17408.259,8876.7789,2571.0762
1234,145894,110811,39824,17408.259,8876.7789,2571.0762
1235,142360,109254,39938,17408.259,8876.7789,2571.0762
1236,139839,107680,39667,17408.259,8876.7789,2571.0762
1237,136863,106605,39381,17408.259,8876.7789,2571.0762
1238,134060,105571,39315,17408.259,8876.7789,2571.0762
1239,131735,103754,39065,17408.259,8876.7789,2571.0762
1240,130076,102957,39091,17408.259,8876.7789,2571.0762
1241,130288,103905,40243,17408.259,8876.7789,2571.0762
1242,131696,106888,42725,17408.259,8876.7789,2571.0762
1243,139516,111828,43778,17408.259,8876.7789,2571.0762
1244,145593,111747,42513,17408.259,8876.7789,2571.0762
1245,142910,109283,40570,17408.259,8876.7789,2571.0762
1246,137088,104787,38106,17408.259,8876.7789,2571.0762
1247,128347,98111,34979,17408.259,8876.7789,2571.0762
1248,118742,90908,31921,17408.259,8876.7789,2571.0762
1249,111487,86109,29797,17408.259,8876.7789,2571.0762
1250,107885,83498,28543,17408.259,8876.7789,2571.0762
1251,106703,82144,27876,17408.259,8876.7789,2571.0762
1252,106575,82264,27652,17408.259,8876.7789,2571.0762
1253,109065,84302,28195,17408.259,8876.7789,2571.0762
1254,116494,90453,30271,17408.259,8876.7789,2571.0762
1255,131088,100569,33941,17408.259,8876.7789,2571.0762
1256,138335,105691,36376,17408.259,8876.7789,2571.0762
1257,136140,104721,37561,17408.259,8876.7789,2571.0762
1258,133986,102881,38028,17408.259,8876.7789,2571.0762
1259,133504,101102,38262,17408.259,8876.7789,2571.0762
1260,132408,99492,38140,17408.259,8876.7789,2571.0762
1261,131003,98017,37779,17408.259,8876.7789,2571.0762
1262,131318,97100,37568,17408.259,8876.7789,2571.0762
1263,130118,95913,37249,17408.259,8876.7789,2571.0762
1264,129485,95278,37112,17408.259,8876.7789,2571.0762
1265,130214,96555,37941,17408.259,8876.7789,2571.0762
1266,132819,100115,40180,17408.259,8876.7789,2571.0762
1267,139304,105584,41812,17408.259,8876.7789,2571.0762
1268,142365,105369,40779,17408.259,8876.7789,2571.0762
1269,138925,103136,39100,17408.259,8876.7789,2571.0762
1270,132887,99246,36826,17408.259,8876.7789,2571.0762
1271,123887,92830,33924,17408.259,8876.7789,2571.0762
1272,113241,86153,30988,17408.259,8876.7789,2571.0762
1273,104902,81414,28877,17408.259,8876.7789,2571.0762
1274,100346,78879,27652,17408.259,8876.7789,2571.0762
1275,97848,77770,26960,17408.259,8876.7789,2571.0762
1276,97219,77818,26735,17408.259,8876.7789,2571.0762
1277,98937,79735,27288,17408.259,8876.7789,2571.0762
1278,105881,85755,29428,17408.259,8876.7789,2571.0762
1279,119452,96005,33095,17408.259,8876.7789,2571.0762
1280,127367,100940,35611,17408.259,8876.7789,2571.0762
1281,128243,100672,37063,17408.259,8876.7789,2571.0762
1282,129130,99947,37849,17408.259,8876.7789,2571.0762
1283,131142,99522,38189,17408.259,8876.7789,2571.0762
1284,132168,98688,38220,17408.259,8876.7789,2571.0762
1285,133080,97630,37943,17408.259,8876.7789,2571.0762
1286,134588,97029,37721,17408.259,8876.7789,2571.0762
1287,135635,95969,37330,17408.259,8876.7789,2571.0762
1288,135673,95399,37102,17408.259,8876.7789,2571.0762
1289,136092,96237,37745,17408.259,8876.7789,2571.0762
1290,136464,99080,39969,17408.259,8876.7789,2571.0762
1291,141778,104542,41842,17408.259,8876.7789,2571.0762
1292,145928,104835,40972,17408.259,8876.7789,2571.0762
1293,141951,102522,39310,17408.259,8876.7789,2571.0762
1294,134691,98290,37052,17408.259,8876.7789,2571.0762
1295,124689,92019,34168,17408.259,8876.7789,2571.0762
1296,113684,85501,31323,17408.259,8876.7789,2571.0762
1297,104752,80731,29334,17408.259,8876.7789,2571.0762
1298,99079,77978,28117,17408.259,8876.7789,2571.0762
1299,96044,76742,27503,17408.259,8876.7789,2571.0762
1300,94482,76618,27410,17408.259,8876.7789,2571.0762
1301,95397,78165,27983,17408.259,8876.7789,2571.0762
1302,100923,83594,29959,17408.259,8876.7789,2571.0762
1303,113804,93581,33508,17408.259,8876.7789,2571.0762
1304,122106,99428,36457,17408.259,8876.7789,2571.0762
1305,125203,100960,38457,17408.259,8876.7789,2571.0762
1306,129290,101516,39569,17408.259,8876.7789,2571.0762
1307,133577,102099,40320,17408.259,8876.7789,2571.0762
1308,136527,102043,40584,17408.259,8876.7789,2571.0762
1309,137819,101559,40476,17408.259,8876.7789,2571.0762
1310,138720,101497,40410,17408.259,8876.7789,2571.0762
1311,138814,101036,40152,17408.259,8876.7789,2571.0762
1312,138714,100676,40068,17408.259,8876.7789,2571.0762
1313,138987,101843,40859,17408.259,8876.7789,2571.0762
1314,138871,104331,42363,17408.259,8876.7789,2571.0762
1315,142527,106757,42714,17408.259,8876.7789,2571.0762
1316,144543,105875,41332,17408.259,8876.7789,2571.0762
1317,140472,103701,39474,17408.259,8876.7789,2571.0762
1318,135534,100731,37347,17408.259,8876.7789,2571.0762
1319,128948,95963,34758,17408.259,8876.7789,2571.0762
1320,121007,90664,32148,17408.259,8876.7789,2571.0762
1321,114331,86435,30110,17408.259,8876.7789,2571.0762
1322,110153,83823,28785,17408.259,8876.7789,2571.0762
1323,108385,82650,28066,17408.259,8876.7789,2571.0762
1324,108114,82659,27692,17408.259,8876.7789,2571.0762
1325,109505,83571,27896,17408.259,8876.7789,2571.0762
1326,113215,86237,28779,17408.259,8876.7789,2571.0762
1327,119542,90335,30233,17408.259,8876.7789,2571.0762
1328,126166,94042,31776,17408.259,8876.7789,2571.0762
1329,133448,97968,33906,17408.259,8876.7789,2571.0762
1330,137048,100546,35556,17408.259,8876.7789,2571.0762
1331,137552,101699,36501,17408.259,8876.7789,2571.0762
1332,135649,101129,36710,17408.259,8876.7789,2571.0762
1333,132701,99814,36560,17408.259,8876.7789,2571.0762
1334,129425,98034,36112,17408.259,8876.7789,2571.0762
1335,126128,96640,35784,17408.259,8876.7789,2571.0762
1336,123417,95915,35753,17408.259,8876.7789,2571.0762
1337,123082,97242,36616,17408.259,8876.7789,2571.0762
1338,125394,100717,38783,17408.259,8876.7789,2571.0762
1339,133875,106583,40802,17408.259,8876.7789,2571.0762
1340,139723,107903,40006,17408.259,8876.7789,2571.0762
1341,138719,106256,38661,17408.259,8876.7789,2571.0762
1342,136111,103595,37082,17408.259,8876.7789,2571.0762
1343,131703,99525,34983,17408.259,8876.7789,2571.0762
1344,126415,95161,32786,17408.259,8876.7789,2571.0762
1345,121129,91294,30996,17408.259,8876.7789,2571.0762
1346,118288,89090,29887,17408.259,8876.7789,2571.0762
1347,117216,87848,29132,17408.259,8876.7789,2571.0762
1348,117219,87594,28863,17408.259,8876.7789,2571.0762
1349,118554,88202,28999,17408.259,8876.7789,2571.0762
1350,121725,89902,29621,17408.259,8876.7789,2571.0762
1351,127288,92940,30550,17408.259,8876.7789,2571.0762
1352,132649,94915,31672,17408.259,8876.7789,2571.0762
1353,137977,96170,33402,17408.259,8876.7789,2571.0762
1354,138471,95937,34642,17408.259,8876.7789,2571.0762
1355,135244,94459,35392,17408.259,8876.7789,2571.0762
1356,130421,92662,35717,17408.259,8876.7789,2571.0762
1357,126979,91170,35629,17408.259,8876.7789,2571.0762
1358,123913,88999,35252,17408.259,8876.7789,2571.0762
1359,121132,86994,34751,17408.259,8876.7789,2571.0762
1360,118778,86040,34703,17408.259,8876.7789,2571.0762
