elec_demand_MA,elec_demand_CT,elec_demand_ME
6379.0,1822.0,869.0
6315.0,1803.0,861.0
6456.0,1843.0,880.0
7061.0,2017.0,963.0
8316.0,2375.0,1134.0
9067.0,2590.0,1236.0
9369.0,2675.0,1277.0
9601.0,2742.0,1309.0
9838.0,2810.0,1341.0
9967.0,2846.0,1359.0
10001.0,2856.0,1363.0
10114.0,2889.0,1379.0
10112.0,2888.0,1378.0
10096.0,2883.0,1377.0
10079.0,2879.0,1374.0
10039.0,2867.0,1368.0
9934.0,2837.0,1354.0
10363.0,2960.0,1413.0
10219.0,2919.0,1393.0
9523.0,2720.0,1298.0
8513.0,2431.0,1161.0
7619.0,2176.0,1039.0
7042.0,2011.0,960.0
6684.0,1908.0,911.0
6461.0,1845.0,881.0
6390.0,1825.0,871.0
6527.0,1863.0,889.0
7096.0,2027.0,967.0
8282.0,2365.0,1129.0
9039.0,2582.0,1232.0
9336.0,2666.0,1272.0
9530.0,2722.0,1299.0
9699.0,2770.0,1322.0
9746.0,2783.0,1328.0
9669.0,2761.0,1318.0
9692.0,2768.0,1321.0
9603.0,2743.0,1309.0
9488.0,2710.0,1293.0
9425.0,2691.0,1285.0
9321.0,2662.0,1271.0
9137.0,2610.0,1246.0
9519.0,2719.0,1298.0
9343.0,2669.0,1274.0
8803.0,2514.0,1200.0
8073.0,2305.0,1100.0
7301.0,2085.0,995.0
6716.0,1918.0,915.0
6351.0,1813.0,866.0
6143.0,1754.0,838.0
6033.0,1723.0,823.0
6043.0,1726.0,823.0
6246.0,1783.0,851.0
6660.0,1902.0,908.0
7157.0,2044.0,975.0
7838.0,2239.0,1069.0
8325.0,2378.0,1135.0
8539.0,2439.0,1164.0
8579.0,2450.0,1170.0
8483.0,2423.0,1156.0
8313.0,2374.0,1133.0
8175.0,2334.0,1115.0
8109.0,2316.0,1106.0
8166.0,2332.0,1113.0
8373.0,2391.0,1141.0
8583.0,2451.0,1170.0
8925.0,2549.0,1216.0
8761.0,2502.0,1195.0
8313.0,2374.0,1133.0
7709.0,2202.0,1051.0
7087.0,2023.0,966.0
6571.0,1877.0,896.0
6231.0,1779.0,849.0
6059.0,1730.0,826.0
5975.0,1706.0,814.0
5989.0,1711.0,817.0
6126.0,1749.0,835.0
6447.0,1841.0,878.0
6881.0,1965.0,938.0
7568.0,2161.0,1031.0
8160.0,2330.0,1112.0
8530.0,2436.0,1163.0
8748.0,2498.0,1192.0
8822.0,2519.0,1202.0
8734.0,2494.0,1191.0
8636.0,2466.0,1177.0
8569.0,2447.0,1168.0
8690.0,2482.0,1185.0
8933.0,2551.0,1218.0
9135.0,2609.0,1246.0
9515.0,2717.0,1298.0
9322.0,2662.0,1271.0
8673.0,2477.0,1182.0
7890.0,2254.0,1075.0
7164.0,2046.0,977.0
6608.0,1888.0,901.0
6319.0,1804.0,861.0
6171.0,1763.0,841.0
6140.0,1753.0,837.0
6304.0,1800.0,859.0
6864.0,1960.0,936.0
7669.0,2190.0,1045.0
8552.0,2442.0,1166.0
9208.0,2629.0,1255.0
9678.0,2764.0,1319.0
10054.0,2871.0,1371.0
10306.0,2943.0,1405.0
10463.0,2988.0,1427.0
10571.0,3019.0,1441.0
10601.0,3028.0,1445.0
10595.0,3025.0,1444.0
10578.0,3021.0,1442.0
10493.0,2996.0,1430.0
10297.0,2940.0,1403.0
10362.0,2960.0,1413.0
10475.0,2991.0,1428.0
9742.0,2782.0,1328.0
8736.0,2495.0,1191.0
7797.0,2227.0,1063.0
7146.0,2041.0,974.0
6771.0,1933.0,923.0
6542.0,1868.0,892.0
6446.0,1841.0,878.0
6587.0,1881.0,898.0
7134.0,2038.0,973.0
7988.0,2281.0,1089.0
8934.0,2552.0,1218.0
9489.0,2710.0,1293.0
9825.0,2806.0,1339.0
10073.0,2877.0,1373.0
10198.0,2913.0,1390.0
10251.0,2928.0,1398.0
10355.0,2957.0,1412.0
10366.0,2960.0,1414.0
10344.0,2955.0,1410.0
10320.0,2947.0,1407.0
10229.0,2921.0,1394.0
9971.0,2848.0,1359.0
10006.0,2858.0,1364.0
10099.0,2884.0,1377.0
9367.0,2675.0,1277.0
8375.0,2392.0,1141.0
7490.0,2139.0,1021.0
6852.0,1957.0,934.0
6487.0,1853.0,884.0
6289.0,1796.0,858.0
6208.0,1773.0,846.0
6345.0,1812.0,865.0
6882.0,1966.0,938.0
7683.0,2194.0,1047.0
8510.0,2430.0,1160.0
8923.0,2549.0,1216.0
9152.0,2614.0,1247.0
9329.0,2665.0,1272.0
9411.0,2688.0,1283.0
9385.0,2680.0,1279.0
9389.0,2681.0,1280.0
9300.0,2656.0,1268.0
9163.0,2617.0,1249.0
9136.0,2610.0,1246.0
9176.0,2620.0,1251.0
9180.0,2622.0,1252.0
9428.0,2693.0,1285.0
9490.0,2710.0,1294.0
8880.0,2536.0,1211.0
8025.0,2292.0,1094.0
7210.0,2059.0,983.0
6671.0,1905.0,909.0
6372.0,1819.0,868.0
6204.0,1772.0,846.0
6173.0,1763.0,842.0
6352.0,1814.0,866.0
6918.0,1976.0,943.0
7804.0,2229.0,1064.0
8620.0,2462.0,1175.0
8997.0,2569.0,1226.0
9231.0,2636.0,1258.0
9413.0,2689.0,1283.0
9495.0,2711.0,1294.0
9478.0,2707.0,1292.0
9481.0,2708.0,1292.0
9413.0,2689.0,1283.0
9334.0,2666.0,1272.0
9320.0,2662.0,1271.0
9286.0,2652.0,1266.0
9175.0,2620.0,1251.0
9350.0,2670.0,1275.0
9569.0,2733.0,1304.0
8983.0,2565.0,1225.0
8108.0,2315.0,1106.0
7267.0,2075.0,990.0
6718.0,1918.0,916.0
6418.0,1833.0,875.0
6266.0,1789.0,854.0
6202.0,1771.0,845.0
6357.0,1816.0,867.0
6865.0,1961.0,936.0
7671.0,2191.0,1045.0
8476.0,2420.0,1156.0
8954.0,2557.0,1221.0
9292.0,2654.0,1267.0
9542.0,2725.0,1301.0
9660.0,2759.0,1317.0
9654.0,2757.0,1316.0
9664.0,2760.0,1318.0
9581.0,2736.0,1306.0
9465.0,2703.0,1290.0
9382.0,2680.0,1279.0
9251.0,2642.0,1261.0
9025.0,2578.0,1231.0
9124.0,2606.0,1244.0
9270.0,2648.0,1264.0
8744.0,2497.0,1192.0
8003.0,2285.0,1091.0
7237.0,2067.0,986.0
6672.0,1905.0,909.0
6341.0,1811.0,864.0
6150.0,1757.0,838.0
6065.0,1732.0,827.0
6112.0,1746.0,833.0
6317.0,1804.0,861.0
6622.0,1891.0,903.0
7218.0,2061.0,984.0
7883.0,2251.0,1075.0
8360.0,2388.0,1140.0
8615.0,2460.0,1175.0
8701.0,2484.0,1186.0
8697.0,2484.0,1186.0
8640.0,2467.0,1178.0
8583.0,2451.0,1170.0
8570.0,2448.0,1168.0
8630.0,2464.0,1176.0
8717.0,2490.0,1188.0
8680.0,2479.0,1183.0
8838.0,2525.0,1205.0
9013.0,2574.0,1229.0
8561.0,2445.0,1167.0
7906.0,2258.0,1078.0
7234.0,2066.0,986.0
6682.0,1908.0,911.0
6348.0,1813.0,865.0
6133.0,1752.0,836.0
6022.0,1720.0,821.0
6017.0,1718.0,820.0
6125.0,1749.0,835.0
6275.0,1792.0,855.0
6726.0,1921.0,917.0
7349.0,2099.0,1002.0
7889.0,2253.0,1075.0
8223.0,2349.0,1120.0
8446.0,2412.0,1151.0
8560.0,2444.0,1167.0
8565.0,2446.0,1167.0
8530.0,2436.0,1163.0
8569.0,2447.0,1168.0
8750.0,2499.0,1193.0
8957.0,2558.0,1221.0
9117.0,2604.0,1243.0
9243.0,2639.0,1260.0
9100.0,2599.0,1241.0
8489.0,2424.0,1157.0
7756.0,2215.0,1057.0
7072.0,2019.0,964.0
7198.0,2056.0,981.0
6820.0,1948.0,929.0
6632.0,1894.0,904.0
6575.0,1878.0,896.0
6721.0,1920.0,916.0
7203.0,2058.0,982.0
8348.0,2384.0,1138.0
9379.0,2679.0,1278.0
9934.0,2837.0,1354.0
10322.0,2948.0,1407.0
10623.0,3034.0,1449.0
10809.0,3087.0,1474.0
10911.0,3116.0,1488.0
11010.0,3145.0,1501.0
11011.0,3146.0,1501.0
11018.0,3147.0,1502.0
11030.0,3150.0,1504.0
10934.0,3123.0,1490.0
10633.0,3037.0,1449.0
10388.0,2967.0,1416.0
10438.0,2981.0,1423.0
10048.0,2870.0,1370.0
9000.0,2570.0,1227.0
7991.0,2282.0,1090.0
7338.0,2096.0,1000.0
6938.0,1982.0,946.0
6751.0,1928.0,920.0
6676.0,1907.0,910.0
6840.0,1953.0,933.0
7300.0,2085.0,995.0
8454.0,2414.0,1152.0
9469.0,2704.0,1291.0
10006.0,2858.0,1364.0
10341.0,2954.0,1410.0
10626.0,3035.0,1449.0
10780.0,3079.0,1469.0
10849.0,3099.0,1479.0
10977.0,3135.0,1496.0
10950.0,3127.0,1493.0
10892.0,3111.0,1484.0
10868.0,3104.0,1482.0
10767.0,3075.0,1468.0
10550.0,3013.0,1439.0
10414.0,2974.0,1419.0
10478.0,2992.0,1428.0
10018.0,2861.0,1366.0
9029.0,2579.0,1231.0
8087.0,2309.0,1102.0
7458.0,2130.0,1017.0
7101.0,2028.0,968.0
6908.0,1973.0,942.0
6846.0,1955.0,934.0
6982.0,1994.0,952.0
7519.0,2148.0,1025.0
8623.0,2463.0,1176.0
9656.0,2758.0,1317.0
10143.0,2897.0,1383.0
10421.0,2976.0,1421.0
10636.0,3037.0,1450.0
10732.0,3065.0,1463.0
10718.0,3061.0,1461.0
10740.0,3067.0,1464.0
10659.0,3044.0,1453.0
10578.0,3021.0,1442.0
10599.0,3027.0,1445.0
10591.0,3025.0,1444.0
10430.0,2979.0,1422.0
10270.0,2933.0,1400.0
10290.0,2939.0,1403.0
9974.0,2849.0,1360.0
9019.0,2576.0,1230.0
8058.0,2301.0,1099.0
7392.0,2111.0,1008.0
7004.0,2000.0,954.0
6762.0,1931.0,922.0
6687.0,1910.0,912.0
6814.0,1946.0,929.0
7291.0,2082.0,994.0
8384.0,2394.0,1143.0
9394.0,2683.0,1281.0
9918.0,2833.0,1353.0
10222.0,2920.0,1393.0
10468.0,2990.0,1427.0
10574.0,3020.0,1442.0
10612.0,3030.0,1447.0
10694.0,3055.0,1458.0
10721.0,3062.0,1462.0
10732.0,3065.0,1463.0
10747.0,3070.0,1465.0
10667.0,3046.0,1454.0
10417.0,2975.0,1420.0
10180.0,2907.0,1388.0
10206.0,2915.0,1391.0
9991.0,2854.0,1363.0
9018.0,2575.0,1230.0
8021.0,2291.0,1094.0
7319.0,2090.0,998.0
6879.0,1965.0,938.0
6647.0,1898.0,906.0
6563.0,1874.0,894.0
6672.0,1906.0,909.0
7054.0,2014.0,962.0
8116.0,2318.0,1106.0
9143.0,2611.0,1247.0
9767.0,2790.0,1332.0
10176.0,2906.0,1388.0
10484.0,2994.0,1429.0
10631.0,3036.0,1449.0
10675.0,3049.0,1455.0
10762.0,3074.0,1467.0
10762.0,3074.0,1467.0
10736.0,3066.0,1464.0
10711.0,3059.0,1460.0
10555.0,3015.0,1439.0
10228.0,2921.0,1394.0
9917.0,2833.0,1352.0
9863.0,2817.0,1345.0
9680.0,2765.0,1320.0
8855.0,2529.0,1207.0
7943.0,2269.0,1083.0
7231.0,2065.0,985.0
6801.0,1943.0,927.0
6561.0,1873.0,894.0
6427.0,1835.0,876.0
6395.0,1826.0,872.0
6403.0,1828.0,873.0
6845.0,1955.0,933.0
7613.0,2174.0,1038.0
8435.0,2409.0,1150.0
8994.0,2569.0,1226.0
9294.0,2655.0,1267.0
9403.0,2685.0,1282.0
9401.0,2685.0,1282.0
9316.0,2661.0,1270.0
9239.0,2639.0,1259.0
9219.0,2633.0,1257.0
9248.0,2641.0,1261.0
9270.0,2648.0,1264.0
9157.0,2615.0,1248.0
8985.0,2566.0,1225.0
9051.0,2585.0,1234.0
8952.0,2557.0,1221.0
8316.0,2375.0,1134.0
7540.0,2154.0,1028.0
6932.0,1980.0,945.0
6550.0,1871.0,893.0
6322.0,1806.0,862.0
6188.0,1768.0,843.0
6161.0,1759.0,840.0
6112.0,1745.0,833.0
6346.0,1813.0,865.0
6917.0,1976.0,943.0
7644.0,2183.0,1042.0
8199.0,2342.0,1118.0
8539.0,2439.0,1164.0
8734.0,2494.0,1191.0
8816.0,2518.0,1202.0
8771.0,2505.0,1196.0
8744.0,2497.0,1192.0
8771.0,2505.0,1196.0
8874.0,2535.0,1210.0
8982.0,2565.0,1225.0
8959.0,2559.0,1222.0
8888.0,2539.0,1212.0
9068.0,2590.0,1236.0
8955.0,2558.0,1221.0
8181.0,2337.0,1116.0
7353.0,2100.0,1002.0
9966.0,2846.0,1358.0
9488.0,2710.0,1293.0
9182.0,2622.0,1252.0
9021.0,2576.0,1230.0
9083.0,2594.0,1238.0
9497.0,2712.0,1295.0
10491.0,2996.0,1430.0
11808.0,3372.0,1610.0
12831.0,3665.0,1749.0
13653.0,3899.0,1862.0
14376.0,4106.0,1960.0
14958.0,4272.0,2040.0
15407.0,4400.0,2100.0
15793.0,4511.0,2153.0
15875.0,4534.0,2165.0
15907.0,4543.0,2169.0
15877.0,4534.0,2165.0
15759.0,4501.0,2149.0
15392.0,4396.0,2099.0
14909.0,4258.0,2033.0
14720.0,4204.0,2007.0
14135.0,4037.0,1927.0
12785.0,3651.0,1743.0
11449.0,3270.0,1561.0
10503.0,3000.0,1432.0
9889.0,2825.0,1348.0
9493.0,2711.0,1294.0
9245.0,2640.0,1261.0
9268.0,2647.0,1263.0
9643.0,2754.0,1315.0
10684.0,3051.0,1457.0
12036.0,3437.0,1641.0
13120.0,3747.0,1789.0
14080.0,4021.0,1919.0
14910.0,4258.0,2033.0
15478.0,4421.0,2110.0
15870.0,4533.0,2164.0
16225.0,4633.0,2212.0
16448.0,4698.0,2242.0
16617.0,4746.0,2266.0
16717.0,4774.0,2279.0
16579.0,4735.0,2261.0
16199.0,4626.0,2209.0
15701.0,4484.0,2140.0
15416.0,4403.0,2102.0
14854.0,4243.0,2025.0
13581.0,3878.0,1852.0
12317.0,3518.0,1679.0
11428.0,3264.0,1558.0
10876.0,3106.0,1483.0
10527.0,3006.0,1435.0
10316.0,2946.0,1407.0
10305.0,2943.0,1405.0
10666.0,3046.0,1454.0
11610.0,3316.0,1583.0
12998.0,3712.0,1772.0
13972.0,3990.0,1905.0
14756.0,4214.0,2012.0
15564.0,4445.0,2122.0
16180.0,4621.0,2206.0
16567.0,4732.0,2259.0
16579.0,4735.0,2261.0
16191.0,4624.0,2207.0
15434.0,4408.0,2105.0
14862.0,4244.0,2026.0
14616.0,4174.0,1993.0
14244.0,4068.0,1942.0
13888.0,3967.0,1893.0
13782.0,3937.0,1879.0
13334.0,3808.0,1818.0
12202.0,3485.0,1664.0
11020.0,3147.0,1503.0
10113.0,2888.0,1378.0
9460.0,2702.0,1290.0
9045.0,2583.0,1233.0
8791.0,2511.0,1198.0
8777.0,2506.0,1196.0
9086.0,2595.0,1239.0
9840.0,2810.0,1342.0
10757.0,3072.0,1467.0
11290.0,3225.0,1540.0
11661.0,3331.0,1590.0
12023.0,3434.0,1639.0
12273.0,3506.0,1673.0
12425.0,3549.0,1694.0
12644.0,3611.0,1724.0
12722.0,3633.0,1735.0
12820.0,3661.0,1748.0
12921.0,3690.0,1762.0
12885.0,3680.0,1757.0
12514.0,3574.0,1707.0
12068.0,3446.0,1645.0
11994.0,3426.0,1635.0
11578.0,3306.0,1579.0
10569.0,3018.0,1441.0
9506.0,2715.0,1296.0
8709.0,2488.0,1187.0
8246.0,2355.0,1124.0
7952.0,2271.0,1084.0
7819.0,2233.0,1066.0
